   1.0000000000000000        5.8232691061630343E-002
   3.0000000000000000       0.14990260558093368     
   5.0000000000000000       0.20278692852783101     
   7.0000000000000000       0.19566549400137173     
   9.0000000000000000       0.16913532438792825     
   11.000000000000000       0.11510228141627839     
   13.000000000000000        8.6757491747191051E-002
   15.000000000000000        7.2881617959355854E-002
   17.000000000000000        6.2882013923141050E-002
   19.000000000000000        5.7564600469540608E-002
   21.000000000000000        5.5057605893537927E-002
   23.000000000000000        4.6931355067684546E-002
   25.000000000000000        5.6671702744965455E-002
   27.000000000000000        4.6065432917131527E-002
   29.000000000000000        4.1200048875694492E-002
   31.000000000000000        4.1822700969857893E-002
   33.000000000000000        4.7617330262277768E-002
   35.000000000000000        4.1908710776990453E-002
