0.115952, 0.004807
0.314597, 0.005862
0.575311, 0.011136
0.761529, 0.017605
0.953952, 0.025796
1.122784, 0.034479
1.227059, 0.041755
1.328850, 0.049313
1.416985, 0.056168
1.547328, 0.065659
1.651597, 0.075853
1.791870, 0.086047
1.908557, 0.095187
1.979312, 0.101514
2.079848, 0.115399
2.217634, 0.127702
2.293354, 0.134557
2.351693, 0.141411
2.406307, 0.147914
2.477057, 0.156527
2.565190, 0.164787
2.662012, 0.173927
2.711659, 0.180781
2.791102, 0.188690
2.838265, 0.196072
2.943783, 0.202927
3.081578, 0.210661
3.291389, 0.215759
3.455261, 0.221313
3.703565, 0.224021
4.013943, 0.227714
4.243632, 0.226661
4.498154, 0.224096
4.746466, 0.222481
5.050649, 0.220374
5.317588, 0.217317
5.696262, 0.215773
6.068727, 0.215072
6.354293, 0.210329
6.621231, 0.207167
6.900585, 0.204181
7.192359, 0.199086
7.465510, 0.193885
7.831773, 0.190548
8.123542, 0.187738
8.347029, 0.183451
8.539474, 0.180640
8.725711, 0.178181
8.880908, 0.176249
9.048523, 0.173262
9.191306, 0.170802
9.420997, 0.168343
9.588610, 0.165884
9.805884, 0.164479
9.967287, 0.163250
10.165941, 0.160087
10.364594, 0.157277
10.513586, 0.153938
10.681199, 0.151830
10.904682, 0.149898
11.159205, 0.146561
11.382692, 0.142696
11.575138, 0.139357
11.736545, 0.136546
