0.181141, 0.000946
0.419097, 0.004170
0.594974, 0.008272
0.905335, 0.020722
1.028441, 0.027694
1.277748, 0.045329
1.376019, 0.053883
1.524982, 0.064956
1.707031, 0.086047
1.908742, 0.105527
2.136322, 0.123396
2.451844, 0.141266
2.798417, 0.153570
3.113966, 0.158405
3.589891, 0.159140
3.941674, 0.153430
4.319322, 0.147867
4.722846, 0.137471
5.121193, 0.128833
5.426423, 0.120486
5.860979, 0.113313
6.311051, 0.107750
6.497289, 0.104822
6.693881, 0.097793
7.071526, 0.093988
7.500897, 0.092526
7.775080, 0.088280
8.240672, 0.082424
8.607969, 0.079205
8.970091, 0.076863
9.414988, 0.072033
9.818500, 0.067495
10.180624, 0.064275
10.527230, 0.060616
10.873838, 0.055492
11.127327, 0.052418
11.479100, 0.051688
11.789487, 0.051104
11.965373, 0.051105
